Parent	Daughters
nort2990	bani1255
nort2990	bare1276
nort2990	cabi1241
nort2990	cari1280
nort2990	curr1243
nort2990	gari1256
nort2990	guar1293
nort2990	guar1294
nort2990	guin1258
nort2990	isla1278
nort2990	juma1250
nort2990	kais1242
nort2990	maip1246
nort2990	mana1299
nort2990	mand1448
nort2990	mapi1252
nort2990	mara1409
nort2990	mawa1268
nort2990	para1316
nort2990	pass1250
nort2990	piap1246
nort2990	resi1247
nort2990	tain1254
nort2990	tari1256
nort2990	uain1239
nort2990	uiri1238
nort2990	wapi1253
nort2990	ware1255
nort2990	wayu1243
nort2990	xiri1243
nort2990	yaba1249
nort2990	yavi1244
nort2990	yucu1253
nort3000	arhu1242
nort3000	chim1309
nort3000	cogu1240
nort3000	kank1244
nort3000	mala1522
nort3145	kama1360
nort3145	kawa1276
nort3145	safe1240
nort3145	susu1251
nort3146	adam1253
nort3146	aram1260
nort3146	bady1239
nort3146	baga1275
nort3146	bagi1244
nort3146	bain1259
nort3146	bain1261
nort3146	bala1301
nort3146	bala1302
nort3146	band1340
nort3146	bape1239
nort3146	bass1258
nort3146	bayo1255
nort3146	bedi1235
nort3146	biaf1240
nort3146	bidy1244
nort3146	borg1235
nort3146	cent2018
nort3146	ejam1238
nort3146	gamb1252
nort3146	gube1234
nort3146	gusi1246
nort3146	jola1262
nort3146	jola1263
nort3146	kamo1256
nort3146	karo1294
nort3146	kasa1248
nort3146	kera1248
nort3146	kobi1241
nort3146	kuwa1246
nort3146	lebu1234
nort3146	leha1242
nort3146	maas1239
nort3146	mand1419
nort3146	mank1251
nort3146	mbul1258
nort3146	mlom1238
nort3146	nalu1240
nort3146	ndut1239
nort3146	nige1253
nort3146	noon1242
nort3146	nort3247
nort3146	nucl1347
nort3146	palo1243
nort3146	pape1239
nort3146	pula1262
nort3146	pula1263
nort3146	saaf1238
nort3146	sere1260
nort3146	wame1240
nort3146	west2454
nort3147	even1259
nort3147	even1260
nort3147	negi1245
nort3147	oroq1238
nort3148	adam1253
nort3148	bady1239
nort3148	baga1275
nort3148	bagi1244
nort3148	bain1259
nort3148	bain1261
nort3148	bape1239
nort3148	bass1258
nort3148	bedi1235
nort3148	biaf1240
nort3148	borg1235
nort3148	cent2018
nort3148	gamb1252
nort3148	gube1234
nort3148	kasa1248
nort3148	kobi1241
nort3148	lebu1234
nort3148	leha1242
nort3148	maas1239
nort3148	mbul1258
nort3148	nalu1240
nort3148	ndut1239
nort3148	nige1253
nort3148	noon1242
nort3148	nort3247
nort3148	nucl1347
nort3148	palo1243
nort3148	pula1262
nort3148	pula1263
nort3148	saaf1238
nort3148	sere1260
nort3148	wame1240
nort3148	west2454
nort3149	akas1242
nort3149	alii1240
nort3149	awak1250
nort3149	baat1238
nort3149	bago1245
nort3149	baii1251
nort3149	baka1272
nort3149	bali1245
nort3149	band1342
nort3149	band1343
nort3149	band1344
nort3149	band1345
nort3149	band1348
nort3149	bang1345
nort3149	bang1347
nort3149	bang1348
nort3149	bara1361
nort3149	bela1255
nort3149	bena1260
nort3149	besm1235
nort3149	bial1238
nort3149	bimo1239
nort3149	bofi1238
nort3149	boko1261
nort3149	bolg1251
nort3149	bomu1247
nort3149	bond1246
nort3149	bong1282
nort3149	boun1243
nort3149	buaa1245
nort3149	buam1238
nort3149	buli1254
nort3149	bura1271
nort3149	ceba1235
nort3149	cerm1238
nort3149	chak1271
nort3149	chal1269
nort3149	cwib1235
nort3149	dadi1249
nort3149	daga1272
nort3149	dagb1246
nort3149	dama1267
nort3149	dayy1236
nort3149	degg1238
nort3149	delo1240
nort3149	dend1242
nort3149	diii1241
nort3149	diji1241
nort3149	dita1238
nort3149	djim1235
nort3149	dogo1294
nort3149	dogo1295
nort3149	dong1290
nort3149	doya1240
nort3149	dugu1248
nort3149	duli1241
nort3149	duup1238
nort3149	dyan1251
nort3149	dzaa1238
nort3149	east2398
nort3149	fani1244
nort3149	fare1241
nort3149	fero1244
nort3149	ganz1247
nort3149	gban1258
nort3149	gban1260
nort3149	gbay1278
nort3149	gbay1281
nort3149	gbay1286
nort3149	gbay1287
nort3149	geme1244
nort3149	gili1241
nort3149	gimm1241
nort3149	gimn1238
nort3149	gobu1238
nort3149	goun1238
nort3149	gour1243
nort3149	gula1265
nort3149	gund1247
nort3149	hang1258
nort3149	indr1247
nort3149	kaan1246
nort3149	kaan1247
nort3149	kabi1261
nort3149	kala1383
nort3149	kama1357
nort3149	kamm1249
nort3149	kamo1254
nort3149	kant1249
nort3149	kara1478
nort3149	kare1338
nort3149	kase1253
nort3149	kawa1291
nort3149	khee1238
nort3149	khis1238
nort3149	kimm1246
nort3149	koke1240
nort3149	kolb1240
nort3149	koma1266
nort3149	konk1269
nort3149	konn1242
nort3149	koro1298
nort3149	kpag1238
nort3149	kpal1241
nort3149	kpas1242
nort3149	kuga1239
nort3149	kumb1238
nort3149	kuoo1238
nort3149	kusa1250
nort3149	kwaa1262
nort3149	kyak1243
nort3149	laal1241
nort3149	laka1252
nort3149	lala1261
nort3149	lama1275
nort3149	lang1318
nort3149	leel1242
nort3149	lima1246
nort3149	lobi1245
nort3149	loma1258
nort3149	long1387
nort3149	long1389
nort3149	looo1238
nort3149	lukp1238
nort3149	lyel1241
nort3149	made1252
nort3149	magh1238
nort3149	makn1235
nort3149	malb1235
nort3149	mama1271
nort3149	mamb1294
nort3149	mamp1244
nort3149	mang1387
nort3149	manz1243
nort3149	mayo1261
nort3149	mbaa1245
nort3149	mban1262
nort3149	mban1263
nort3149	mbel1240
nort3149	mboi1246
nort3149	mbum1254
nort3149	mids1243
nort3149	ming1254
nort3149	miyo1238
nort3149	moba1244
nort3149	momj1237
nort3149	mong1345
nort3149	mono1269
nort3149	mono1270
nort3149	monz1249
nort3149	mooo1239
nort3149	moss1236
nort3149	mund1325
nort3149	mund1326
nort3149	nabi1240
nort3149	nafa1258
nort3149	nane1238
nort3149	nate1242
nort3149	nati1243
nort3149	nawd1238
nort3149	ndai1238
nort3149	ndog1248
nort3149	ndun1249
nort3149	ngal1296
nort3149	ngan1299
nort3149	ngba1284
nort3149	ngba1285
nort3149	ngba1287
nort3149	ngbu1241
nort3149	ngun1266
nort3149	niel1243
nort3149	nimb1256
nort3149	nort2774
nort3149	nort2775
nort3149	nort2780
nort3149	nort2784
nort3149	nort2787
nort3149	nort3260
nort3149	notr1240
nort3149	noyy1238
nort3149	ntch1242
nort3149	nucl1240
nort3149	nyar1245
nort3149	nyon1241
nort3149	nzak1246
nort3149	nzak1247
nort3149	oblo1238
nort3149	paas1238
nort3149	pala1342
nort3149	pale1262
nort3149	pamb1243
nort3149	pamm1242
nort3149	pana1293
nort3149	pana1295
nort3149	pang1286
nort3149	peer1241
nort3149	phui1238
nort3149	rang1269
nort3149	rive1257
nort3149	safa1243
nort3149	samb1305
nort3149	sang1328
nort3149	sena1262
nort3149	sere1264
nort3149	sici1249
nort3149	siss1242
nort3149	siti1241
nort3149	sout2784
nort3149	sout2785
nort3149	sout2787
nort3149	sout2789
nort3149	sout2790
nort3149	sout2795
nort3149	sout2797
nort3149	suma1264
nort3149	supy1237
nort3149	tagb1255
nort3149	tagw1240
nort3149	tamp1252
nort3149	teen1242
nort3149	teme1252
nort3149	temm1241
nort3149	thaa1239
nort3149	tief1242
nort3149	tief1244
nort3149	togb1241
nort3149	togo1252
nort3149	tooo1238
nort3149	tsoo1241
nort3149	tula1252
nort3149	tumu1242
nort3149	tuni1251
nort3149	tupu1244
nort3149	turk1306
nort3149	vagl1239
nort3149	vere1252
nort3149	viem1243
nort3149	voro1240
nort3149	waam1244
nort3149	waja1259
nort3149	waka1275
nort3149	wali1263
nort3149	wara1292
nort3149	west2458
nort3149	west2465
nort3149	west2466
nort3149	winy1241
nort3149	womn1235
nort3149	yako1252
nort3149	yang1289
nort3149	yend1241
nort3149	yomm1242
nort3149	yott1234
nort3149	zand1248
nort3149	zang1249
nort3150	bahn1262
nort3150	hala1252
nort3150	hala1253
nort3150	hree1244
nort3150	jehh1245
nort3150	kaco1239
nort3150	katu1273
nort3150	kayo1245
nort3150	mono1268
nort3150	reng1252
nort3150	roma1331
nort3150	seda1262
nort3150	taku1254
nort3150	todr1244
nort3151	asur1254
nort3151	bijo1238
nort3151	birh1242
nort3151	hooo1248
nort3151	koda1236
nort3151	koda1254
nort3151	kolb1241
nort3151	kork1243
nort3151	korw1242
nort3151	maha1291
nort3151	majh1236
nort3151	mund1320
nort3151	sant1410
nort3151	turi1246
nort3152	acht1238
nort3152	afri1274
nort3152	afro1254
nort3152	anti1245
nort3152	arch1246
nort3152	baha1260
nort3152	baja1265
nort3152	bava1246
nort3152	beli1260
nort3152	berb1259
nort3152	bisl1239
nort3152	came1254
nort3152	cimb1238
nort3152	colo1254
nort3152	creo1235
nort3152	dale1238
nort3152	dani1285
nort3152	dren1238
nort3152	dutc1256
nort3152	east2288
nort3152	east2295
nort3152	east2303
nort3152	faro1244
nort3152	fern1234
nort3152	fran1264
nort3152	ghan1244
nort3152	gren1247
nort3152	gron1242
nort3152	gull1241
nort3152	gutn1238
nort3152	hawa1247
nort3152	hutt1235
nort3152	icel1247
nort3152	jama1262
nort3152	jamt1238
nort3152	javi1237
nort3152	juti1236
nort3152	kols1241
nort3152	krio1252
nort3152	krio1253
nort3152	kwin1243
nort3152	limb1263
nort3152	limo1249
nort3152	lowe1388
nort3152	luxe1241
nort3152	main1267
nort3152	midd1317
nort3152	midd1318
nort3152	midd1321
nort3152	midd1343
nort3152	moch1255
nort3152	ndyu1242
nort3152	nege1244
nort3152	nica1252
nort3152	nige1257
nort3152	nort2626
nort3152	nort2627
nort3152	norw1258
nort3152	oldd1237
nort3152	olde1238
nort3152	olde1239
nort3152	oldf1241
nort3152	oldh1241
nort3152	oldn1244
nort3152	olds1250
nort3152	oorl1238
nort3152	pala1330
nort3152	penn1240
nort3152	petj1238
nort3152	piji1239
nort3152	pitc1234
nort3152	plau1238
nort3152	riog1239
nort3152	sall1238
nort3152	sana1297
nort3152	sara1340
nort3152	sate1242
nort3152	scan1238
nort3152	scot1243
nort3152	skep1238
nort3152	sran1240
nort3152	stan1293
nort3152	stan1295
nort3152	stel1238
nort3152	swab1242
nort3152	swed1254
nort3152	swis1247
nort3152	toba1282
nort3152	tokp1240
nort3152	torr1261
nort3152	trin1276
nort3152	turk1310
nort3152	twen1241
nort3152	unse1236
nort3152	uppe1400
nort3152	velu1238
nort3152	vinc1243
nort3152	virg1240
nort3152	vlaa1240
nort3152	wals1238
nort3152	west2354
nort3152	west2356
nort3152	west2361
nort3152	wymy1235
nort3152	zeeu1238
nort3153	lako1248
nort3153	latu1238
nort3153	mama1278
nort3153	tawa1278
nort3154	gure1255
nort3154	kabi1260
nort3154	kumb1268
nort3154	waka1274
nort3154	wuli1242
nort3154	yayg1236
nort3155	daoh1239
nort3155	dung1253
nort3155	gang1272
nort3155	hezh1244
nort3155	jiny1235
nort3155	mand1415
nort3155	tang1373
nort3155	wutu1241
nort3156	afad1236
nort3156	bald1241
nort3156	bana1305
nort3156	budu1265
nort3156	bura1292
nort3156	ciba1236
nort3156	cine1238
nort3156	dghw1239
nort3156	dugw1239
nort3156	gida1247
nort3156	glav1244
nort3156	gudu1252
nort3156	gvok1239
nort3156	hdii1240
nort3156	huba1236
nort3156	hyaa1239
nort3156	jina1244
nort3156	kamw1239
nort3156	kiry1234
nort3156	lagw1237
nort3156	lama1288
nort3156	mada1293
nort3156	maje1243
nort3156	malg1250
nort3156	malg1251
nort3156	marg1265
nort3156	marg1266
nort3156	masl1241
nort3156	mata1306
nort3156	mbar1260
nort3156	mere1246
nort3156	mofu1248
nort3156	molo1266
nort3156	mpad1242
nort3156	mser1242
nort3156	musg1254
nort3156	musk1256
nort3156	muya1243
nort3156	ngal1301
nort3156	nggw1242
nort3156	nort3046
nort3156	nort3047
nort3156	park1239
nort3156	psik1239
nort3156	puta1243
nort3156	sout3051
nort3156	vemg1240
nort3156	wand1278
nort3156	wuzl1236
nort3156	zulg1242
nort3157	gize1234
nort3157	hama1241
nort3157	marb1239
nort3157	masa1322
nort3157	muse1242
nort3157	zuma1239
nort3158	bili1260
nort3158	qima1242
nort3158	xamt1239
nort3160	arch1246
nort3160	dale1238
nort3160	dani1285
nort3160	east2303
nort3160	faro1244
nort3160	gutn1238
nort3160	icel1247
nort3160	jamt1238
nort3160	juti1236
nort3160	norw1258
nort3160	oldn1244
nort3160	scan1238
nort3160	swed1254
nort3161	bask1236
nort3161	dawr1236
nort3161	dorz1235
nort3161	gamo1243
nort3161	gofa1235
nort3161	male1284
nort3161	melo1242
nort3161	oyda1235
nort3161	wola1242
nort3163	bili1260
nort3163	xamt1239
nort3164	alag1248
nort3164	goro1270
nort3164	iraq1241
nort3165	amor1239
nort3165	anci1244
nort3165	assy1241
nort3165	barz1241
nort3165	boht1238
nort3165	chal1275
nort3165	clas1252
nort3165	clas1253
nort3165	hebr1245
nort3165	hert1241
nort3165	hula1244
nort3165	jewi1240
nort3165	koys1242
nort3165	lish1245
nort3165	lish1246
nort3165	lish1247
nort3165	mlah1239
nort3165	nucl1706
nort3165	olda1245
nort3165	pale1261
nort3165	phoe1239
nort3165	puni1241
nort3165	sama1313
nort3165	sama1314
nort3165	sena1268
nort3165	turo1239
nort3165	ugar1238
nort3165	west2763
nort3167	bomk1234
nort3167	bull1247
nort3168	bung1259
nort3168	came1252
nort3168	diri1253
nort3168	dong1293
nort3168	gaaa1245
nort3168	kwan1276
nort3168	lamj1245
nort3168	luoc1235
nort3168	mbon1253
nort3168	mvan1238
nort3168	ndoo1241
nort3168	ndun1251
nort3168	nige1255
nort3168	njan1240
nort3168	njer1242
nort3168	samb1311
nort3168	somy1238
nort3168	suga1248
nort3168	tepp1235
nort3168	tika1246
nort3168	twen1242
nort3168	vute1244
nort3168	wawa1246
nort3168	yeni1253
nort3169	doka1242
nort3169	idon1238
nort3169	ikug1238
nort3169	kada1284
nort3169	kutu1262
nort3170	achi1257
nort3170	ambo1250
nort3170	baba1267
nort3170	baca1243
nort3170	bali1278
nort3170	bali1279
nort3170	band1353
nort3170	bang1365
nort3170	banj1239
nort3170	bera1262
nort3170	beta1252
nort3170	biha1246
nort3170	brun1242
nort3170	buki1247
nort3170	cacg1235
nort3170	cent2053
nort3170	chru1239
nort3170	coco1260
nort3170	coll1240
nort3170	duan1242
nort3170	east2563
nort3170	gora1261
nort3170	haji1235
nort3170	haro1237
nort3170	iban1264
nort3170	indo1316
nort3170	jaku1244
nort3170	jamb1236
nort3170	jara1266
nort3170	kaur1269
nort3170	keda1251
nort3170	kend1254
nort3170	keni1248
nort3170	keri1250
nort3170	kota1275
nort3170	kubu1239
nort3170	kupa1239
nort3170	lara1260
nort3170	lonc1237
nort3170	lubu1241
nort3170	maka1305
nort3170	mala1479
nort3170	mala1480
nort3170	mala1481
nort3170	mala1482
nort3170	ment1251
nort3170	mina1268
nort3170	mual1241
nort3170	musi1241
nort3170	nege1240
nort3170	nort2828
nort3170	nort2994
nort3170	oldm1243
nort3170	oran1258
nort3170	oran1259
nort3170	papu1250
nort3170	patt1249
nort3170	peka1242
nort3170	pera1256
nort3170	rade1240
nort3170	remu1237
nort3170	saba1263
nort3170	sasa1249
nort3170	sebe1242
nort3170	sebu1243
nort3170	sout3010
nort3170	sril1245
nort3170	stan1306
nort3170	sumb1241
nort3170	temu1239
nort3170	teng1267
nort3170	tsat1238
nort3170	urak1238
nort3170	west2650
nort3171	bela1260
nort3171	bint1246
nort3171	cent2098
nort3171	east2485
nort3171	east2486
nort3171	kela1258
nort3171	kipu1237
nort3171	lela1246
nort3171	leng1260
nort3171	long1406
nort3171	lund1271
nort3171	main1275
nort3171	naro1251
nort3171	saba1265
nort3171	sebo1238
nort3171	trin1273
nort3171	tuto1241
nort3171	umal1238
nort3171	umal1239
nort3171	waha1238
nort3171	west2563
nort3171	west2564
nort3172	bong1289
nort3172	idaa1241
nort3174	sang1336
nort3174	sang1337
nort3174	tala1285
nort3175	acht1238
nort3175	afro1254
nort3175	anti1245
nort3175	baha1260
nort3175	baja1265
nort3175	beli1260
nort3175	bisl1239
nort3175	came1254
nort3175	creo1235
nort3175	dren1238
nort3175	east2288
nort3175	fern1234
nort3175	ghan1244
nort3175	gren1247
nort3175	gron1242
nort3175	gull1241
nort3175	hawa1247
nort3175	jama1262
nort3175	krio1252
nort3175	krio1253
nort3175	kwin1243
nort3175	limo1249
nort3175	midd1317
nort3175	midd1318
nort3175	ndyu1242
nort3175	nica1252
nort3175	nige1257
nort3175	nort2626
nort3175	nort2627
nort3175	olde1238
nort3175	oldf1241
nort3175	olds1250
nort3175	piji1239
nort3175	pitc1234
nort3175	plau1238
nort3175	sall1238
nort3175	sana1297
nort3175	sara1340
nort3175	sate1242
nort3175	scot1243
nort3175	sran1240
nort3175	stan1293
nort3175	stel1238
nort3175	toba1282
nort3175	tokp1240
nort3175	torr1261
nort3175	trin1276
nort3175	turk1310
nort3175	twen1241
nort3175	velu1238
nort3175	vinc1243
nort3175	virg1240
nort3175	west2354
nort3175	west2356
nort3177	adha1238
nort3177	alvi1241
nort3177	asht1244
nort3177	baje1238
nort3177	cent1972
nort3177	diml1238
nort3177	east2304
nort3177	esht1238
nort3177	gazi1243
nort3177	gila1241
nort3177	goza1238
nort3177	gura1251
nort3177	gurg1241
nort3177	harz1239
nort3177	jude1268
nort3177	kaba1276
nort3177	kaja1247
nort3177	kari1303
nort3177	khoi1250
nort3177	khun1255
nort3177	kirm1248
nort3177	kore1279
nort3177	koro1296
nort3177	laki1244
nort3177	lasg1238
nort3177	mara1373
nort3177	maza1291
nort3177	nata1252
nort3177	nayi1242
nort3177	nort2641
nort3177	part1239
nort3177	raza1238
nort3177	rudb1238
nort3177	sang1315
nort3177	sarl1241
nort3177	semn1249
nort3177	shab1251
nort3177	shah1253
nort3177	shah1254
nort3177	siva1239
nort3177	soii1239
nort3177	sork1239
nort3177	sout2640
nort3177	sout2642
nort3177	take1255
nort3177	taly1247
nort3177	uppe1235
nort3177	vafs1240
nort3177	west2368
nort3177	zoro1242
nort3178	ngar1296
nort3178	nyam1271
nort3179	gang1266
nort3179	khar1288
nort3179	ngaw1239
nort3179	pait1244
nort3179	puru1266
nort3179	ralt1242
nort3179	simt1238
nort3179	siyi1240
nort3179	tedi1235
nort3179	thad1238
nort3179	vaip1239
nort3179	zouu1235
nort3180	bouy1240
nort3180	caol1238
nort3180	cent2009
nort3180	east2363
nort3180	eeee1240
nort3180	guib1244
nort3180	guib1245
nort3180	kuan1246
nort3180	lian1252
nort3180	liuj1238
nort3180	liuq1235
nort3180	qiub1238
nort3180	saek1240
nort3180	tayk1238
nort3180	tsun1242
nort3180	yong1275
nort3180	yong1276
nort3180	youj1238
nort3180	zuoj1238
nort3181	nort2961
nort3181	west1510
nort3182	bini1246
nort3182	emai1241
nort3182	enwa1246
nort3182	esan1238
nort3182	ghot1243
nort3182	igwe1238
nort3182	ikpe1243
nort3182	ivbi1241
nort3182	osos1238
nort3182	sasa1247
nort3182	unem1238
nort3182	yekh1238
nort3183	akuk1235
nort3183	ehue1238
nort3183	iyay1238
nort3183	okpa1238
nort3183	okpe1249
nort3183	olom1241
nort3183	uham1238
nort3183	ukue1238
nort3184	ashe1269
nort3184	begb1241
nort3184	cori1240
nort3184	gwar1240
nort3184	hyam1245
nort3184	idun1241
nort3184	kago1247
nort3184	kama1358
nort3184	kurm1245
nort3184	sham1277
nort3184	shan1278
nort3184	yesk1239
nort3184	zhir1238
nort3185	bata1301
nort3185	cent2090
nort3185	tagb1258
nort3186	book1241
nort3186	buru1304
nort3186	gana1277
nort3186	keni1249
nort3186	nort3262
nort3186	palu1253
nort3186	sout3241
nort3186	taga1273
nort3186	timu1262
nort3187	agta1234
nort3187	casi1235
nort3187	dupa1235
nort3187	para1306
nort3188	aoua1234
nort3188	gela1264
nort3188	redg1235
nort3189	bouy1240
nort3189	caol1238
nort3189	cent2009
nort3189	east2363
nort3189	eeee1240
nort3189	guib1244
nort3189	guib1245
nort3189	kuan1246
nort3189	lian1252
nort3189	liuj1238
nort3189	liuq1235
nort3189	qiub1238
nort3189	saek1240
nort3189	tayk1238
nort3189	tsun1242
nort3189	youj1238
nort3190	geji1246
nort3190	luri1256
nort3190	polc1243
nort3191	alge1239
nort3191	alge1240
nort3191	anda1287
nort3191	hass1238
nort3191	jude1263
nort3191	jude1264
nort3191	jude1265
nort3191	liby1240
nort3191	malt1254
nort3191	moro1292
nort3191	tuni1259
nort3192	abon1238
nort3192	ambo1249
nort3192	batu1255
nort3192	bita1251
nort3193	barc1235
nort3193	cent2041
nort3193	gbol1235
nort3193	nort2810
nort3194	aput1237
nort3194	east2472
nort3194	galo1243
nort3194	iliu1237
nort3194	nila1244
nort3194	pera1257
nort3194	seru1245
nort3194	teun1241
nort3194	tugu1245
nort3195	akei1237
nort3195	ambl1237
nort3195	aore1237
nort3195	apma1240
nort3195	arak1252
nort3195	aulu1238
nort3195	avok1244
nort3195	axam1237
nort3195	baet1237
nort3195	baki1244
nort3195	bier1244
nort3195	bier1246
nort3195	bign1238
nort3195	burm1263
nort3195	butm1237
nort3195	bwen1239
nort3195	cent2058
nort3195	daka1243
nort3195	dixo1238
nort3195	east2443
nort3195	eton1255
nort3195	fort1240
nort3195	hano1246
nort3195	hiww1237
nort3195	katb1237
nort3195	koro1308
nort3195	labo1244
nort3195	lako1245
nort3195	lame1260
nort3195	lare1249
nort3195	leha1243
nort3195	leha1244
nort3195	lele1267
nort3195	leme1238
nort3195	lete1241
nort3195	lewo1242
nort3195	ling1265
nort3195	litz1237
nort3195	lonw1238
nort3195	lore1244
nort3195	loto1240
nort3195	maee1241
nort3195	mafe1237
nort3195	maii1238
nort3195	malf1237
nort3195	malo1243
nort3195	malu1245
nort3195	mara1399
nort3195	mari1426
nort3195	mask1242
nort3195	mere1242
nort3195	merl1237
nort3195	moro1286
nort3195	mota1237
nort3195	motl1237
nort3195	mpot1241
nort3195	nama1268
nort3195	nara1263
nort3195	nasa1240
nort3195	nasv1234
nort3195	nati1244
nort3195	navu1237
nort3195	navw1234
nort3195	nese1235
nort3195	nisv1234
nort3195	niti1249
nort3195	noku1237
nort3195	nort2836
nort3195	nort2839
nort3195	nume1241
nort3195	orko1234
nort3195	paam1238
nort3195	piam1242
nort3195	polo1242
nort3195	port1285
nort3195	port1286
nort3195	rere1240
nort3195	rori1237
nort3195	saaa1241
nort3195	saka1289
nort3195	seke1241
nort3195	shar1244
nort3195	sout2856
nort3195	sout2857
nort3195	sout2859
nort3195	sowa1244
nort3195	tamb1253
nort3195	tang1347
nort3195	tasm1246
nort3195	tial1239
nort3195	tolo1255
nort3195	tutu1241
nort3195	unua1237
nort3195	urip1239
nort3195	valp1237
nort3195	vaoo1237
nort3195	vera1241
nort3195	vinm1237
nort3195	vivt1234
nort3195	vuna1239
nort3195	vure1239
nort3195	wail1242
nort3195	west2513
nort3195	weta1242
nort3195	wusi1237
nort3196	anta1255
nort3196	bara1369
nort3196	bush1250
nort3196	nort2890
nort3196	plat1254
nort3196	sout2920
nort3196	tesa1236
nort3196	tsim1257
nort3197	kalo1256
nort3197	sint1235
nort3198	apas1235
nort3198	sout3002
nort3198	soya1236
nort3199	coat1241
nort3199	cuya1240
nort3199	tida1235
nort3200	caca1250
nort3200	chaz1235
nort3200	chig1239
nort3200	sout3001
nort3201	mezq1235
nort3201	quer1236
nort3202	coat1240
nort3202	tlam1239
nort3203	asut1235
nort3203	bena1262
nort3203	bend1258
nort3203	bond1247
nort3203	buku1249
nort3203	chig1238
nort3203	chim1312
nort3203	chon1287
nort3203	chuk1274
nort3203	cong1236
nort3203	cutc1238
nort3203	dhai1238
nort3203	digo1243
nort3203	doee1238
nort3203	duru1249
nort3203	east2409
nort3203	embu1241
nort3203	fuli1240
nort3203	gand1255
nort3203	giry1241
nort3203	gogo1263
nort3203	gung1250
nort3203	gusi1247
nort3203	gwen1239
nort3203	gwer1238
nort3203	haaa1252
nort3203	hang1260
nort3203	havu1238
nort3203	haya1250
nort3203	hehe1240
nort3203	hema1238
nort3203	hund1239
nort3203	idak1243
nort3203	ikiz1238
nort3203	ikom1245
nort3203	ilwa1237
nort3203	jita1239
nort3203	joba1238
nort3203	kabr1240
nort3203	kabw1241
nort3203	kabw1242
nort3203	kagu1239
nort3203	kahe1238
nort3203	kamb1297
nort3203	kami1256
nort3203	kara1481
nort3203	keny1278
nort3203	kere1283
nort3203	khay1238
nort3203	kiku1240
nort3203	kimb1242
nort3203	kiny1244
nort3203	kisa1263
nort3203	kisi1243
nort3203	kono1265
nort3203	konz1239
nort3203	kuri1259
nort3203	kutu1263
nort3203	kway1241
nort3203	kwer1261
nort3203	logo1258
nort3203	lugu1238
nort3203	mach1266
nort3203	mago1246
nort3203	mand1423
nort3203	maor1244
nort3203	mara1392
nort3203	mara1393
nort3203	masa1299
nort3203	meru1245
nort3203	moch1256
nort3203	mush1238
nort3203	mwal1237
nort3203	mwan1247
nort3203	mwim1241
nort3203	nand1264
nort3203	ndzw1235
nort3203	ngaz1238
nort3203	ngon1269
nort3203	ngul1246
nort3203	ngur1263
nort3203	nucl1379
nort3203	nyam1276
nort3203	nyam1277
nort3203	nyan1307
nort3203	nyin1248
nort3203	nyol1238
nort3203	nyor1244
nort3203	nyor1246
nort3203	pang1287
nort3203	poko1261
nort3203	romb1244
nort3203	rund1241
nort3203	rund1242
nort3203	ruul1235
nort3203	rwaa1238
nort3203	saam1283
nort3203	saga1256
nort3203	saga1262
nort3203	sang1330
nort3203	sege1246
nort3203	sham1280
nort3203	shii1238
nort3203	shub1238
nort3203	sing1266
nort3203	soga1242
nort3203	suba1238
nort3203	suba1252
nort3203	suku1261
nort3203	sumb1240
nort3203	swah1253
nort3203	syan1242
nort3203	tach1242
nort3203	tait1250
nort3203	tali1258
nort3203	tave1240
nort3203	temb1270
nort3203	temi1247
nort3203	thar1283
nort3203	tong1320
nort3203	toor1238
nort3203	tsot1241
nort3203	vidu1238
nort3203	vinz1238
nort3203	vunj1238
nort3203	vwan1235
nort3203	wang1294
nort3203	west2861
nort3203	zana1238
nort3203	zara1247
nort3203	zigu1242
nort3203	zinz1238
nort3204	chum1261
nort3204	domp1238
nort3204	dwan1238
nort3204	food1238
nort3204	giky1238
nort3204	giny1241
nort3204	gonj1241
nort3204	kpla1238
nort3204	krac1238
nort3204	nawu1242
nort3204	nchu1238
nort3204	nkon1245
nort3204	nter1234
nort3204	tchu1241
nort3205	akei1237
nort3205	ambl1237
nort3205	aore1237
nort3205	arak1252
nort3205	baet1237
nort3205	butm1237
nort3205	cent2058
nort3205	east2443
nort3205	fort1240
nort3205	hano1246
nort3205	hiww1237
nort3205	koro1308
nort3205	lako1245
nort3205	leha1243
nort3205	leha1244
nort3205	leme1238
nort3205	lore1244
nort3205	loto1240
nort3205	mafe1237
nort3205	malo1243
nort3205	mari1426
nort3205	mere1242
nort3205	merl1237
nort3205	moro1286
nort3205	mota1237
nort3205	motl1237
nort3205	nara1263
nort3205	navu1237
nort3205	noku1237
nort3205	nume1241
nort3205	piam1242
nort3205	polo1242
nort3205	rori1237
nort3205	saka1289
nort3205	shar1244
nort3205	tamb1253
nort3205	tang1347
nort3205	tasm1246
nort3205	tial1239
nort3205	tolo1255
nort3205	tutu1241
nort3205	valp1237
nort3205	vera1241
nort3205	vuna1239
nort3205	vure1239
nort3205	wail1242
nort3205	west2513
nort3205	weta1242
nort3205	wusi1237
nort3206	adze1240
nort3206	aigh1235
nort3206	aikl1237
nort3206	akol1237
nort3206	amar1272
nort3206	anus1237
nort3206	apal1255
nort3206	arib1240
nort3206	arib1241
nort3206	arop1242
nort3206	arop1243
nort3206	avau1237
nort3206	awad1244
nort3206	bari1286
nort3206	bebe1252
nort3206	biem1237
