Parent	Daughters
benu1247	nucl1379
benu1247	nucl1396
benu1247	nucl1417
benu1247	nugu1242
benu1247	numa1252
benu1247	nung1292
benu1247	nupe1254
benu1247	nyak1260
benu1247	nyal1250
benu1247	nyam1275
benu1247	nyam1276
benu1247	nyam1277
benu1247	nyan1303
benu1247	nyan1304
benu1247	nyan1305
benu1247	nyan1307
benu1247	nyan1308
benu1247	nyat1246
benu1247	nyem1238
benu1247	nyen1257
benu1247	nyih1239
benu1247	nyih1240
benu1247	nyik1246
benu1247	nyik1247
benu1247	nyin1248
benu1247	nyok1243
benu1247	nyol1238
benu1247	nyor1244
benu1247	nyor1246
benu1247	nyun1248
benu1247	nzad1234
benu1247	oban1244
benu1247	obol1243
benu1247	obul1238
benu1247	ochi1235
benu1247	odua1238
benu1247	ogba1241
benu1247	ogbi1239
benu1247	ogbo1242
benu1247	ogbr1243
benu1247	okob1241
benu1247	okoe1238
benu1247	okpa1238
benu1247	okpe1249
benu1247	okpe1250
benu1247	okuu1243
benu1247	olib1234
benu1247	olom1241
benu1247	olul1245
benu1247	omba1241
benu1247	ombo1238
benu1247	orin1239
benu1247	orok1266
benu1247	oroo1241
benu1247	osam1235
benu1247	osat1238
benu1247	osos1238
benu1247	otan1238
benu1247	pagi1243
benu1247	pana1298
benu1247	pand1264
benu1247	pang1287
benu1247	pedi1238
benu1247	peee1238
benu1247	phen1239
benu1247	phim1238
benu1247	pimb1238
benu1247	pinj1243
benu1247	piny1238
benu1247	piti1243
benu1247	pogo1243
benu1247	poke1238
benu1247	poko1261
benu1247	pomo1271
benu1247	pong1250
benu1247	punu1239
benu1247	putu1241
benu1247	resh1242
benu1247	rogo1238
benu1247	romb1244
benu1247	rong1268
benu1247	rund1241
benu1247	rund1242
benu1247	rung1255
benu1247	ruul1235
benu1247	ruun1238
benu1247	rwaa1238
benu1247	saam1283
benu1247	safw1238
benu1247	saga1256
benu1247	saga1262
benu1247	saka1287
benu1247	sake1247
benu1247	sala1266
benu1247	sala1268
benu1247	sama1300
benu1247	samb1307
benu1247	samb1309
benu1247	samb1311
benu1247	sang1329
benu1247	sang1330
benu1247	sang1331
benu1247	sang1333
benu1247	sans1272
benu1247	sasa1247
benu1247	seba1247
benu1247	sege1246
benu1247	seki1238
benu1247	seng1278
benu1247	shal1242
benu1247	sham1277
benu1247	sham1278
benu1247	sham1280
benu1247	shan1278
benu1247	shan1291
benu1247	shau1238
benu1247	shen1250
benu1247	shii1238
benu1247	shik1242
benu1247	shiw1234
benu1247	shon1251
benu1247	shoo1247
benu1247	shub1238
benu1247	sigh1238
benu1247	sima1258
benu1247	simb1254
benu1247	sing1266
benu1247	sira1266
benu1247	soca1235
benu1247	sode1235
benu1247	soga1242
benu1247	soli1239
benu1247	somy1238
benu1247	sond1250
benu1247	song1299
benu1247	song1300
benu1247	song1303
benu1247	song1305
benu1247	sout2807
benu1247	sout2808
benu1247	suba1238
benu1247	suba1252
benu1247	subi1246
benu1247	suga1248
benu1247	suku1259
benu1247	suku1261
benu1247	sumb1240
benu1247	surr1238
benu1247	suru1258
benu1247	suun1239
benu1247	swah1253
benu1247	swat1243
benu1247	syan1242
benu1247	taab1238
benu1247	tach1242
benu1247	tait1250
benu1247	takw1238
benu1247	tali1258
benu1247	tanj1247
benu1247	taro1263
benu1247	tave1240
benu1247	tawa1270
benu1247	tchi1245
benu1247	teee1242
benu1247	teke1274
benu1247	teke1275
benu1247	teke1276
benu1247	teke1277
benu1247	teke1278
benu1247	teke1280
benu1247	teke1281
benu1247	temb1270
benu1247	temb1272
benu1247	temi1247
benu1247	tepp1235
benu1247	tete1250
benu1247	tewe1238
benu1247	thar1283
benu1247	tibe1274
benu1247	tien1242
benu1247	tigo1236
benu1247	tika1246
benu1247	tita1240
benu1247	tivv1240
benu1247	tomb1246
benu1247	tong1318
benu1247	tong1320
benu1247	tong1321
benu1247	toor1238
benu1247	toro1249
benu1247	tote1238
benu1247	tsaa1242
benu1247	tsik1238
benu1247	tsis1238
benu1247	tsog1243
benu1247	tson1249
benu1247	tsot1241
benu1247	tsuv1239
benu1247	tswa1237
benu1247	tswa1253
benu1247	tswa1255
benu1247	tuki1240
benu1247	tumb1250
benu1247	tune1261
benu1247	tunz1235
benu1247	tuot1238
benu1247	twen1242
benu1247	tyap1238
benu1247	ubag1245
benu1247	uban1243
benu1247	udaa1238
benu1247	uham1238
benu1247	ukaa1243
benu1247	ukhw1241
benu1247	ukpe1247
benu1247	ukpe1249
benu1247	ukue1238
benu1247	ukwa1238
benu1247	ukwu1241
benu1247	uluk1257
benu1247	umbu1257
benu1247	umon1238
benu1247	unem1238
benu1247	urho1239
benu1247	usag1244
benu1247	uvbi1238
benu1247	uzek1238
benu1247	vagh1247
benu1247	vanu1242
benu1247	vend1245
benu1247	veng1238
benu1247	vidu1238
benu1247	vili1238
benu1247	vili1239
benu1247	vinz1238
benu1247	viti1241
benu1247	vumb1238
benu1247	vunj1238
benu1247	vute1244
benu1247	vwan1235
benu1247	wand1264
benu1247	wand1266
benu1247	wang1294
benu1247	wann1241
benu1247	wapa1235
benu1247	waph1238
benu1247	wawa1246
benu1247	wehh1238
benu1247	west2861
benu1247	wong1247
benu1247	wumb1241
benu1247	wumb1242
benu1247	wush1238
benu1247	xhos1239
benu1247	yace1238
benu1247	yaka1269
benu1247	yaka1272
benu1247	yaka1274
benu1247	yala1263
benu1247	yamb1251
benu1247	yamb1252
benu1247	yamb1255
benu1247	yang1290
benu1247	yang1293
benu1247	yans1239
benu1247	yaoo1241
benu1247	yasa1242
benu1247	yekh1238
benu1247	yela1238
benu1247	yemb1246
benu1247	yeni1253
benu1247	yesk1239
benu1247	yeyi1239
benu1247	yomb1244
benu1247	yoru1245
benu1247	yuku1243
benu1247	zamb1245
benu1247	zana1238
benu1247	zara1247
benu1247	zemb1238
benu1247	zhir1238
benu1247	zhoa1238
benu1247	zigu1242
benu1247	zimb1251
benu1247	zinz1238
benu1247	ziri1239
benu1247	zulu1248
benu1248	afud1235
benu1248	ahwa1235
benu1248	akee1238
benu1248	akpo1243
benu1248	akum1238
benu1248	alum1246
benu1248	ashe1269
benu1248	ayuu1242
benu1248	baaz1234
benu1248	beez1238
benu1248	begb1241
benu1248	bero1242
benu1248	bete1261
benu1248	boru1244
benu1248	buuu1244
benu1248	cara1270
benu1248	cenn1238
benu1248	chee1238
benu1248	cori1240
benu1248	doka1242
benu1248	eggo1239
benu1248	eloy1241
benu1248	eten1239
benu1248	fira1238
benu1248	fyam1238
benu1248	gana1270
benu1248	gwar1240
benu1248	hash1238
benu1248	horo1245
benu1248	hyam1245
benu1248	idon1238
benu1248	idun1241
benu1248	ijaz1238
benu1248	ikug1238
benu1248	ikul1238
benu1248	irig1241
benu1248	izer1241
benu1248	jjuu1238
benu1248	kada1284
benu1248	kago1247
benu1248	kama1358
benu1248	kani1277
benu1248	kanu1277
benu1248	kapy1238
benu1248	kurm1245
benu1248	kutu1262
benu1248	liji1238
benu1248	lufu1237
benu1248	mada1282
benu1248	ning1271
benu1248	ninz1246
benu1248	numa1252
benu1248	nung1292
benu1248	peee1238
benu1248	samb1307
benu1248	shal1242
benu1248	sham1277
benu1248	shan1278
benu1248	surr1238
benu1248	tanj1247
benu1248	taro1263
benu1248	toro1249
benu1248	tyap1238
benu1248	vagh1247
benu1248	yang1290
benu1248	yesk1239
benu1248	yuku1243
benu1248	zhir1238
benu1249	cara1270
benu1249	cenn1238
benu1249	fira1238
benu1249	gana1270
benu1249	irig1241
benu1249	izer1241
benu1249	jjuu1238
benu1249	tyap1238
beny1238	beka1241
beny1238	beny1237
beny1238	rara1235
beny1238	sara1329
bera1263	bela1260
bera1263	cent2098
bera1263	east2486
bera1263	kipu1237
bera1263	lela1246
bera1263	naro1251
bera1263	tuto1241
bera1263	west2564
bera1264	cent2098
bera1264	east2486
bera1264	west2564
bera1266	bera1262
bera1266	brun1242
bera1268	decc1239
bera1268	varh1239
berb1260	awji1241
berb1260	cent2194
berb1260	chen1266
berb1260	ghad1239
berb1260	ghom1257
berb1260	guan1277
berb1260	kaby1243
berb1260	nafu1238
berb1260	sawk1238
berb1260	sene1271
berb1260	senh1238
berb1260	siwi1239
berb1260	tach1249
berb1260	tach1250
berb1260	taga1278
berb1260	taha1241
berb1260	tama1365
berb1260	tari1263
berb1260	tawa1286
berb1260	taya1257
berb1260	tazn1238
berb1260	tema1243
berb1260	tets1235
berb1260	tidi1241
berb1260	tumz1238
berb1260	tuni1262
berb1260	zena1248
bero1241	bero1242
bero1241	eten1239
bero1241	shal1242
beta1258	ahom1240
beta1258	aito1238
beta1258	bouy1240
beta1258	caol1238
beta1258	cent2009
beta1258	daiz1235
beta1258	east2363
beta1258	eeee1240
beta1258	guib1244
beta1258	guib1245
beta1258	jizh1234
beta1258	kham1290
beta1258	kham1291
beta1258	khun1259
beta1258	kuan1246
beta1258	laoo1244
beta1258	lian1252
beta1258	ling1262
beta1258	liuj1238
beta1258	liuq1235
beta1258	luuu1242
beta1258	minz1236
beta1258	nong1247
beta1258	nort2740
beta1258	nort2741
beta1258	nung1283
beta1258	padi1241
beta1258	phak1238
beta1258	phua1239
beta1258	phut1244
beta1258	qiub1238
beta1258	saek1240
beta1258	shan1277
beta1258	sout2746
beta1258	taid1247
beta1258	taid1248
beta1258	taid1249
beta1258	taid1250
beta1258	taih1246
beta1258	tail1247
beta1258	tail1248
beta1258	tain1252
beta1258	taip1250
beta1258	tait1248
beta1258	taiy1242
beta1258	tayk1238
beta1258	tays1238
beta1258	tayt1241
beta1258	tayy1238
beta1258	thai1259
beta1258	thai1261
beta1258	tsun1242
beta1258	turu1249
beta1258	yang1286
beta1258	yong1275
beta1258	yong1276
beta1258	yong1277
beta1258	youj1238
beta1258	yoyy1238
beta1258	zuoj1238
beta1259	beta1253
beta1259	vito1235
beta1260	beta1252
beta1260	coco1260
beta1260	pera1256
bete1265	dalo1238
bete1265	gagn1235
bete1265	godi1239
bete1265	guib1246
bete1265	kouy1238
bete1266	bete1261
bete1266	lufu1237
bewa1242	ainb1238
bewa1242	kilm1241
bewa1242	ning1275
bewa1242	pagi1244
bewa1242	umed1238
bhad1243	bhad1241
bhad1243	chur1258
bhil1254	adiw1235
bhil1254	baur1251
bhil1254	bhil1251
bhil1254	bhil1253
bhil1254	chod1238
bhil1254	dhod1238
bhil1254	dung1251
bhil1254	gami1242
bhil1254	malv1243
bhil1254	mawc1242
bhil1254	naha1261
bhil1254	nima1243
bhil1254	noir1238
bhil1254	paly1238
bhil1254	pard1243
bhil1254	paur1238
bhil1254	rajp1235
bhil1254	rath1242
bhil1254	rath1243
bhil1254	vaag1238
bhil1254	vasa1239
bhil1254	wagd1238
bhoj1246	bhoj1244
bhoj1246	cari1275
biaa1238	ahan1243
biaa1238	anuf1239
biaa1238	anyi1244
biaa1238	anyi1245
biaa1238	baou1238
biaa1238	jwir1241
biaa1238	nzim1238
biaa1238	sehw1238
biag1235	biag1234
biag1235	moun1252
biak1249	biak1248
biak1249	dusn1237
biak1249	meos1237
biak1249	roon1237
biak1250	biak1248
biak1250	roon1237
biao1257	biao1253
biao1257	daga1277
biao1257	yong1283
bibl1237	lamo1244
bibl1237	mouk1239
bida1237	baub1235
bida1237	biat1246
bida1237	buka1257
bida1237	reja1240
bida1237	trin1271
bier1245	bier1246
bier1245	maii1238
biha1245	angi1238
biha1245	bhoj1244
biha1245	bote1238
biha1245	buks1238
biha1245	cari1275
biha1245	chit1274
biha1245	dang1260
biha1245	dara1250
biha1245	dhan1265
biha1245	kath1250
biha1245	koch1247
biha1245	kudm1238
biha1245	kumh1238
biha1245	maga1260
biha1245	mait1250
biha1245	majh1253
biha1245	musa1263
biha1245	orao1237
biha1245	pali1273
biha1245	panc1246
biha1245	rana1246
biha1245	sadr1248
biha1245	sonh1238
bijo1239	bidy1244
bijo1239	kamo1256
bika1252	biyo1243
bika1252	enuu1235
bika1252	kadu1253
bika1252	mpii1239
biko1240	alba1269
biko1240	cent2087
biko1240	irig1242
biko1240	isar1235
biko1240	mtir1235
biko1240	mtir1236
biko1240	nort2883
biko1240	sout2912
bikw1235	bura1271
bikw1235	dzaa1238
bikw1235	kwaa1262
bikw1235	kyak1243
bikw1235	leel1242
bikw1235	looo1238
bikw1235	magh1238
bikw1235	makn1235
bikw1235	ming1254
bikw1235	mooo1239
bikw1235	thaa1239
bikw1236	bura1271
bikw1236	kyak1243
bikw1236	leel1242
bikw1236	looo1238
bikw1236	magh1238
bikw1236	makn1235
bikw1236	mooo1239
bila1258	bhel1238
bila1258	bila1255
bila1258	kaik1247
bila1258	kang1285
bila1258	komo1260
bila1259	bila1255
bila1259	kaik1247
bili1253	gian1241
bili1253	koro1310
bili1253	sara1326
bili1253	tbol1240
bili1253	tiru1241
bina1273	bina1274
bina1273	bina1275
bina1276	aeka1244
bina1276	baru1269
bina1276	bina1277
bina1276	dogh1241
bina1276	ewag1241
bina1276	gain1243
bina1276	guhu1244
bina1276	hunj1241
bina1276	kora1294
bina1276	orok1269
bina1276	suen1241
bina1276	yeko1240
bina1276	ziaa1250
bina1279	aeka1244
bina1279	baru1269
bina1279	bina1277
bina1279	dogh1241
bina1279	ewag1241
bina1279	gain1243
bina1279	hunj1241
bina1279	kora1294
bina1279	orok1269
bina1279	suen1241
bina1279	yeko1240
bina1279	ziaa1250
bind1237	bind1234
bind1237	bind1235
bind1237	bind1236
birg1240	birg1239
birg1240	mogu1251
birg1240	tora1267
biri1257	malb1235
biri1257	sout2790
bisa1262	lala1264
bisa1262	lamb1271
bisa1262	seba1247
bisa1265	biss1248
bisa1265	boko1266
bisa1265	boko1267
bisa1265	busa1253
bisa1265	kyen1242
bisa1265	maty1235
bisa1265	maya1281
bisa1265	shan1282
bisa1265	sout2844
bisa1268	akla1241
bisa1268	ataa1240
bisa1268	bant1288
bisa1268	bant1293
bisa1268	bayb1234
bisa1268	butu1244
bisa1268	calu1238
bisa1268	capi1239
bisa1268	cebu1242
bisa1268	cuyo1237
bisa1268	hili1240
bisa1268	inon1237
bisa1268	karo1299
bisa1268	kina1250
bisa1268	kina1252
bisa1268	maga1264
bisa1268	mala1491
bisa1268	masb1237
bisa1268	masb1238
bisa1268	poro1253
bisa1268	rata1245
bisa1268	romb1245
bisa1268	sulo1237
bisa1268	suri1273
bisa1268	tand1258
bisa1268	taus1251
bisa1268	wara1299
bisa1268	wara1300
bisa1270	brun1245
bisa1270	lotu1250
bisa1270	saba1267
biso1241	bant1298
biso1241	bisu1244
biso1241	cauh1234
biso1241	coon1239
biso1241	laom1237
biso1241	phun1245
biso1241	pyen1239
biso1241	sang1320
biso1244	akeu1235
biso1244	akha1245
biso1244	bant1298
biso1244	bisu1244
biso1244	biyo1243
biso1244	cauh1234
biso1244	chep1243
biso1244	coon1239
biso1244	cosa1234
biso1244	enuu1235
biso1244	hani1248
biso1244	honi1244
biso1244	kadu1253
biso1244	laom1237
biso1244	mpii1239
biso1244	muda1235
biso1244	phan1254
biso1244	phun1245
biso1244	pyen1239
biso1244	sang1320
biso1244	sila1247
bisu1246	bisu1244
bisu1246	laom1237
bisu1246	pyen1239
bium1270	huba1236
bium1270	marg1265
bium1270	marg1266
bium1271	baca1245
bium1271	baca1246
bium1271	bata1314
bium1271	fali1285
bium1271	gude1246
bium1271	gudu1250
bium1271	holm1250
bium1271	jimi1254
bium1271	ngwa1251
bium1271	nzan1240
bium1271	shar1249
bium1271	tsuv1243
bium1271	zizi1238
bium1274	buwa1243
bium1274	gava1241
bium1274	maza1304
bium1274	mbed1242
bium1274	mina1276
bium1274	nucl1683
bium1275	boga1251
bium1275	gaan1243
bium1275	hwan1240
bium1275	jara1274
bium1275	tera1251
bium1279	mbar1260
bium1279	musg1254
bium1279	musk1256
bium1280	afad1236
bium1280	baca1245
bium1280	baca1246
bium1280	bald1241
bium1280	bana1305
bium1280	bata1314
bium1280	boga1251
bium1280	budu1265
bium1280	bura1292
bium1280	buwa1243
bium1280	ciba1236
bium1280	cine1238
bium1280	cuvo1236
bium1280	dghw1239
bium1280	dugw1239
bium1280	fali1285
bium1280	gaan1243
bium1280	gava1241
bium1280	gida1247
bium1280	glav1244
bium1280	gude1246
bium1280	gudu1250
bium1280	gudu1252
bium1280	gvok1239
bium1280	hdii1240
bium1280	holm1250
bium1280	huba1236
bium1280	hwan1240
bium1280	hyaa1239
bium1280	jara1274
bium1280	jilb1238
bium1280	jimi1254
bium1280	jina1244
bium1280	kamw1239
bium1280	kiry1234
bium1280	lagw1237
bium1280	lama1288
bium1280	mada1293
bium1280	mafa1239
bium1280	maje1243
bium1280	malg1250
bium1280	malg1251
bium1280	marg1265
bium1280	marg1266
bium1280	masl1241
bium1280	mata1306
bium1280	maza1304
bium1280	mbar1260
bium1280	mbed1242
bium1280	mbuk1243
bium1280	mefe1242
bium1280	mere1246
bium1280	mina1276
bium1280	mofu1248
bium1280	molo1266
bium1280	mpad1242
bium1280	mser1242
bium1280	musg1254
bium1280	musk1256
bium1280	muya1243
bium1280	ngal1301
bium1280	nggw1242
bium1280	ngwa1251
bium1280	nort3046
bium1280	nort3047
bium1280	nucl1683
bium1280	nzan1240
bium1280	park1239
bium1280	psik1239
bium1280	puta1243
bium1280	shar1249
bium1280	sout3051
bium1280	suku1272
bium1280	tera1251
bium1280	tsuv1243
bium1280	vame1236
bium1280	vemg1240
bium1280	wand1278
bium1280	wuzl1236
bium1280	zizi1238
bium1280	zulg1242
blaa1241	koro1310
blaa1241	sara1326
blac1269	taid1247
blac1269	thai1259
blag1241	blag1240
blag1241	rett1240
blag1241	tere1277
boan1245	mung1272
boan1245	naka1264
boan1245	nekk1240
boan1245	nukk1240
boan1245	numa1254
boaz1244	kuni1265
boaz1244	zima1244
boba1248	balo1261
boba1248	bang1353
boba1248	bang1354
boba1248	ling1263
boba1248	moic1236
boba1248	mpam1239
boba1248	nkut1238
boba1248	song1305
boba1249	balo1261
boba1249	bang1353
boba1249	bang1354
boba1249	ling1263
boba1249	moic1236
boba1250	bang1353
boba1250	bang1354
boba1250	ling1263
bobo1253	nort2819
bobo1253	sout2840
boca1235	akab1248
boca1235	akac1240
bodi1256	amdo1237
bodi1256	baim1244
bodi1256	balt1258
bodi1256	basu1243
bodi1256	bhot1235
bodi1256	brok1248
bodi1256	brok1249
bodi1256	bumt1240
bodi1256	byan1241
bodi1256	chal1267
bodi1256	chan1309
bodi1256	chan1310
bodi1256	chau1259
bodi1256	chit1279
bodi1256	choc1275
bodi1256	chon1285
bodi1256	clas1254
bodi1256	dakp1242
bodi1256	darm1243
bodi1256	dolp1239
bodi1256	dzal1238
bodi1256	dzon1239
bodi1256	east2346
bodi1256	east2347
bodi1256	gahr1239
bodi1256	grom1238
bodi1256	guru1261
bodi1256	hela1238
bodi1256	huml1238
bodi1256	jadd1243
bodi1256	jang1254
bodi1256	jire1238
bodi1256	kaga1252
bodi1256	kaik1246
bodi1256	kala1376
bodi1256	kana1283
bodi1256	kham1282
bodi1256	kham1283
bodi1256	khen1241
bodi1256	kinn1249
bodi1256	kurt1248
bodi1256	kuta1241
bodi1256	kyer1238
bodi1256	lada1244
bodi1256	lakh1240
bodi1256	laya1253
bodi1256	lhom1239
bodi1256	lowa1242
bodi1256	luna1243
bodi1256	mana1288
bodi1256	mugo1238
bodi1256	naab1241
bodi1256	narp1239
bodi1256	nort2709
bodi1256	nubr1241
bodi1256	nyen1254
bodi1256	olek1239
bodi1256	patt1248
bodi1256	puri1258
bodi1256	rang1266
bodi1256	rong1264
bodi1256	seke1240
bodi1256	sher1255
bodi1256	shum1243
bodi1256	sikk1242
bodi1256	sout2715
bodi1256	spit1240
bodi1256	stod1241
bodi1256	suna1241
bodi1256	thak1245
bodi1256	tibe1272
bodi1256	tich1238
bodi1256	tina1246
bodi1256	tsek1238
bodi1256	tsha1245
bodi1256	tsum1240
bodi1256	tukp1239
bodi1256	walu1241
bodi1256	west2415
bodi1256	zang1248
bodi1256	zhan1239
bodi1256	zhon1235
bodi1257	amdo1237
bodi1257	baim1244
bodi1257	balt1258
bodi1257	basu1243
bodi1257	bhot1235
bodi1257	brok1248
bodi1257	brok1249
bodi1257	bumt1240
bodi1257	chal1267
bodi1257	chan1309
bodi1257	choc1275
bodi1257	chon1285
bodi1257	clas1254
bodi1257	dakp1242
bodi1257	dolp1239
bodi1257	dzal1238
bodi1257	dzon1239
bodi1257	grom1238
bodi1257	hela1238
bodi1257	huml1238
bodi1257	jadd1243
bodi1257	jire1238
bodi1257	kaga1252
bodi1257	kala1376
bodi1257	kham1282
bodi1257	kham1283
bodi1257	khen1241
bodi1257	kurt1248
bodi1257	kyer1238
bodi1257	lada1244
bodi1257	lakh1240
bodi1257	laya1253
bodi1257	lhom1239
bodi1257	lowa1242
bodi1257	luna1243
bodi1257	mugo1238
bodi1257	naab1241
bodi1257	nubr1241
bodi1257	nyen1254
bodi1257	olek1239
bodi1257	puri1258
bodi1257	sher1255
bodi1257	sikk1242
bodi1257	spit1240
bodi1257	stod1241
bodi1257	tibe1272
bodi1257	tich1238
bodi1257	tsek1238
bodi1257	tsha1245
bodi1257	tsum1240
bodi1257	tukp1239
bodi1257	walu1241
bodi1257	zang1248
bodi1257	zhon1235
bodo1279	aton1241
bodo1279	bodo1269
bodo1279	deor1238
bodo1279	dima1251
bodo1279	garo1247
bodo1279	kach1279
bodo1279	koch1250
bodo1279	kokb1239
bodo1279	rabh1238
bodo1279	rian1262
bodo1279	ruga1238
bodo1279	tipp1239
bodo1279	tiwa1253
bodo1279	usui1238
bogh1240	bogh1241
bogh1240	kirb1236
bogh1240	mang1416
boht1239	boht1238
boht1239	hert1241
bokh1236	bokh1237
bokh1236	phum1235
boko1260	boko1261
boko1260	gbay1286
boko1260	gbay1287
boko1260	suma1264
boko1265	boko1266
boko1265	boko1267
boko1265	busa1253
bola1253	bola1250
bola1253	bulu1253
bola1254	beel1236
bola1254	nucl1695
bole1261	beel1236
bole1261	bure1242
bole1261	deno1239
bole1261	gala1264
bole1261	gera1246
bole1261	geru1240
bole1261	giiw1236
bole1261	kare1348
bole1261	khol1240
bole1261	kubi1239
bole1261	maak1236
bole1261	ngam1282
bole1261	nucl1695
bole1261	nyam1285
bolg1249	bolg1250
bolg1249	chuv1255
boli1260	baur1253
boli1260	igna1246
boli1260	joaq1235
boli1260	magi1242
boli1260	paic1240
boli1260	paun1241
boli1260	tere1279
boli1260	trin1274
boli1261	chac1251
boli1261	chir1294
boli1261	kari1312
boli1261	paca1246
boli1262	nort2976
boli1262	sout2991
boli1263	boli1255
boli1263	ntom1248
boly1240	boly1239
boly1240	buga1247
boma1248	boma1246
boma1248	kemp1234
boma1248	tien1242
boma1249	boma1246
boma1249	tien1242
bomb1263	argu1237
bomb1263	bedo1237
bomb1263	erok1237
bona1256	bahn1262
bona1256	mono1268
bond1249	bond1247
bond1249	sham1280
bont1246	cent2292
bont1246	fina1242
bont1246	kank1243
bont1246	maen1235
bont1246	nort2877
bont1247	cent2292
bont1247	fina1242
book1242	aari1240
book1242	achi1258
book1242	adab1235
book1242	adap1234
book1242	adug1238
book1242	adze1241
book1242	aghu1256
book1242	ahea1240
book1242	ahir1243
book1242	aiku1240
book1242	alag1249
book1242	amap1241
book1242	amer1256
book1242	amik1238
book1242	ammo1234
book1242	anas1239
book1242	arak1254
book1242	arak1256
book1242	aram1252
book1242	assa1266
book1242	atue1238
book1242	auve1240
book1242	ayic1234
book1242	baba1273
book1242	baga1271
book1242	baga1274
book1242	baga1276
book1242	baha1262
book1242	bain1260
book1242	baku1265
book1242	bala1306
book1242	bana1306
book1242	band1337
book1242	belg1241
book1242	bemb1258
book1242	beng1290
book1242	beti1250
book1242	bhal1245
book1242	bhat1237
book1242	bika1251
book1242	bisu1247
book1242	born1252
book1242	bubi1249
book1242	buga1251
book1242	buma1247
book1242	bura1269
book1242	buso1242
book1242	buxi1237
book1242	buya1245
book1242	cagu1236
book1242	calo1235
book1242	caru1240
book1242	cata1284
book1242	cauc1241
book1242	cham1329
book1242	chau1262
book1242	chet1237
book1242	chil1283
book1242	chip1236
book1242	chit1285
book1242	chol1285
book1242	chor1275
book1242	chua1256
book1242	chuj1251
book1242	chum1264
book1242	cona1234
book1242	coxi1236
book1242	coya1241
book1242	cume1234
book1242	dara1255
book1242	darw1234
book1242	daya1245
book1242	dega1238
book1242	desi1235
book1242	dhan1267
book1242	doro1267
book1242	dume1236
book1242	east2464
book1242	edom1234
book1242	elpa1240
book1242	emok1238
book1242	enim1238
book1242	euro1250
book1242	fala1245
book1242	foia1236
book1242	foma1238
book1242	fore1268
book1242	gabu1248
book1242	gamo1244
book1242	garr1261
book1242	gasc1241
book1242	gbat1238
book1242	gela1261
book1242	gema1236
book1242	geng1243
book1242	geya1234
book1242	gowl1241
book1242	gowl1242
book1242	gugu1257
book1242	guli1244
book1242	hmon1338
book1242	horu1241
book1242	huas1255
book1242	huas1256
book1242	iapa1241
book1242	ibil1238
book1242	ides1238
book1242	ihie1238
book1242	imer1236
book1242	indo1318
book1242	inpu1234
book1242	ipek1240
book1242	irrr1240
book1242	itut1240
book1242	ixil1252
book1242	ixil1253
book1242	izer1243
book1242	jaka1246
book1242	jaru1257
book1242	jiar1242
book1242	jort1240
book1242	jude1262
book1242	kabi1264
book1242	kaha1240
book1242	kahu1242
book1242	kaka1269
book1242	kaki1247
book1242	kamb1287
book1242	kang1282
book1242	kann1253
book1242	kaqc1271
book1242	kaqc1272
book1242	kaqc1273
book1242	kaqc1274
book1242	kaqc1275
book1242	kaqc1276
book1242	kaqc1277
book1242	kaqc1278
book1242	kaqc1279
book1242	kari1309
book1242	kati1278
book1242	kaya1334
book1242	kayo1247
book1242	kayu1244
book1242	kemi1240
book1242	khal1270
book1242	kham1280
book1242	khao1244
book1242	khia1237
book1242	khlo1239
book1242	khua1243
book1242	khua1244
book1242	khum1250
book1242	kich1263
book1242	kich1264
book1242	kich1265
book1242	kich1266
book1242	kich1267
book1242	kior1239
book1242	kisa1264
book1242	kofa1236
book1242	koho1245
book1242	koko1273
book1242	kolu1247
book1242	konk1268
book1242	kose1239
book1242	kpat1244
book1242	krui1237
book1242	kuan1250
book1242	kukn1238
book1242	kuku1279
book1242	kuku1286
book1242	kumb1267
book1242	kunf1238
book1242	kung1262
book1242	kwak1264
book1242	kxau1241
book1242	laba1241
book1242	lach1251
book1242	laht1236
book1242	lahu1255
book1242	lama1289
book1242	lama1290
book1242	lamb1277
book1242	land1262
book1242	lang1333
book1242	lang1334
book1242	laop1234
book1242	laos1235
book1242	lema1244
book1242	lenc1244
book1242	limo1250
book1242	ling1261
book1242	ling1268
book1242	lint1237
book1242	loar1234
book1242	lopi1243
book1242	lowe1441
book1242	luaa1235
book1242	luia1234
book1242	lumb1250
book1242	mada1299
book1242	maha1308
book1242	mahe1238
book1242	mala1431
book1242	mala1546
book1242	mali1287
book1242	mali1288
book1242	mamc1234
book1242	mams1234
book1242	mamt1234
book1242	mamt1235
book1242	mara1407
book1242	mask1241
book1242	mawa1271
book1242	maya1286
book1242	medi1249
book1242	meng1263
book1242	mimi1246
book1242	mina1267
book1242	mirg1238
book1242	moab1234
book1242	moin1242
book1242	muji1236
book1242	muko1237
book1242	muna1238
book1242	mund1321
book1242	mund1339
book1242	nand1263
book1242	nara1265
book1242	nata1238
book1242	natu1249
book1242	naxi1246
book1242	ndon1252
book1242	ngar1286
book1242	ngom1265
book1242	ngon1275
book1242	nija1242
book1242	nisi1239
book1242	nkoa1234
book1242	noca1240
book1242	noot1239
book1242	norr1243
book1242	nort2640
book1242	nort3144
book1242	nort3249
book1242	nort3250
book1242	nort3251
book1242	nucl1668
book1242	nupb1238
book1242	nyad1241
book1242	nyen1255
book1242	occi1241
book1242	odut1238
book1242	ogan1237
book1242	oldi1244
book1242	oldp1255
